index,Paris,Londres,Madrid,Berlin,Milan,Barcelone,Athenes,Rome,Birmingham,Lisbonne,Naples,Katowice,Manchester,Hambourg,Budapest,Bucarest,Varsovie,Stuttgart,Vienne,Munich,Bruxelles,Stockholm,Francfort,Cologne,Copenhague,Valence,Turin,Glasgow,Prague,Lyon,Sofia,Liverpool,Porto,Seville,Dublin,Helsinki,Amsterdam,Rotterdam,Dusseldorf,Essen-Oberhausen,Lille,Lodz,Marseille,Anvers,Bilbao,Newcastle,Cracovie,Bochum-Herne,Thessalonique,Nuremberg,Riga,Duisbourg,Dortmund,Hanovre,Zurich,Oslo,Breme,Dresde,Sheffield,Palerme,Poznan,Gelsenkirchen-Bottrop,Bordeaux,Wroclaw,Goteborg-Gothembourg,Saragosse,Genes,Catane,La Haye,Toulouse,Bristol,Vilnius,Sarrebruck,Malaga,Nantes,Leeds,Nottingham,Florence,Gdansk,Leipzig,Mannheim,Belfast,Portsmouth,Venise,Edimbourg ,Murcie,Nice,Liege,Bratislava,Leicester,Karlsruhe,Bergame,Palma,Bologne,Bielefeld,Rouen,Strasbourg,Tallinn,Szczecin,Grenoble,Bari,Toulon,Brighton,Darmstadt,Wuppertal,Utrecht,Bournemouth,Middlesbrough,Geneve,Bydgoszcz,Bale,Kaunas,Brno,Southampton,Lens,Augsbourg,Padoue,Ostrava,Las Palmas de Grande Canarie,Constanta,Castellammare di Stabia-Torre Annunziata,Stoke,Santa Cruz de Tenerife,Lublin,Cardiff,Iasi,Plovdiv,Bradford,Alicante,Cluj-Napoca,Grenade,Timisoara,Brescia,Galati,Montpellier,Varna,Verone,Busto Arsizio,Valladolid,Eindhoven,Charleroi,Cordoue,La Corogne,Craiova,Caserte,Coventry,Brasov,Bonn,La Valette,Gand,Gdynia
Verone,198.0,63.0,35.0,50.0,461.0,38.0,22.0,362.0,2.0,18.0,132.0,1.0,10.0,14.0,10.0,7.0,11.0,12.0,89.0,65.0,18.0,7.0,16.0,9.0,5.0,10.0,85.0,3.0,25.0,26.0,4.0,4.0,11.0,9.0,1.0,5.0,24.0,5.0,4.0,1.0,4.0,2.0,27.0,10.0,8.0,0.0,1.0,0.0,4.0,6.0,1.0,0.0,3.0,5.0,17.0,5.0,4.0,15.0,1.0,57.0,1.0,0.0,11.0,1.0,1.0,3.0,91.0,25.0,4.0,12.0,2.0,1.0,0.0,2.0,2.0,3.0,1.0,153.0,0.0,9.0,0.0,0.0,1.0,561.0,2.0,1.0,14.0,21.0,2.0,0.0,0.0,80.0,2.0,174.0,1.0,1.0,9.0,3.0,2.0,4.0,28.0,2.0,1.0,2.0,0.0,5.0,1.0,1.0,18.0,0.0,11.0,0.0,1.0,1.0,1.0,12.0,330.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,172.0,0.0,13.0,1.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0
Busto Arsizio,2.0,0.0,1.0,0.0,27.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Valladolid,56.0,14.0,384.0,11.0,18.0,158.0,10.0,42.0,0.0,24.0,13.0,0.0,9.0,9.0,3.0,2.0,3.0,0.0,9.0,9.0,8.0,2.0,1.0,5.0,1.0,92.0,3.0,1.0,4.0,7.0,1.0,2.0,6.0,121.0,1.0,1.0,4.0,4.0,1.0,0.0,4.0,1.0,3.0,2.0,55.0,2.0,4.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,6.0,1.0,2.0,70.0,5.0,6.0,1.0,6.0,0.0,0.0,0.0,48.0,6.0,4.0,2.0,10.0,1.0,2.0,2.0,1.0,1.0,10.0,0.0,28.0,4.0,7.0,1.0,0.0,0.0,1.0,8.0,7.0,0.0,1.0,3.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,5.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,63.0,1.0,0.0,0.0,12.0,0.0,3.0,0.0,0.0,0.0,1.0,21.0,39.0,1.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0
Eindhoven,55.0,33.0,43.0,24.0,63.0,54.0,10.0,26.0,3.0,18.0,9.0,0.0,64.0,16.0,6.0,16.0,11.0,6.0,13.0,29.0,33.0,5.0,11.0,13.0,9.0,17.0,8.0,13.0,8.0,16.0,5.0,37.0,16.0,11.0,3.0,4.0,193.0,133.0,4.0,5.0,19.0,2.0,25.0,38.0,1.0,10.0,4.0,5.0,4.0,2.0,2.0,2.0,15.0,9.0,19.0,2.0,4.0,2.0,5.0,3.0,3.0,0.0,22.0,2.0,4.0,1.0,1.0,1.0,39.0,6.0,2.0,0.0,0.0,2.0,13.0,5.0,1.0,5.0,1.0,3.0,2.0,0.0,0.0,8.0,2.0,1.0,7.0,31.0,2.0,1.0,5.0,2.0,2.0,4.0,0.0,3.0,6.0,0.0,0.0,5.0,1.0,1.0,0.0,2.0,0.0,65.0,0.0,4.0,6.0,0.0,16.0,3.0,3.0,3.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,14.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,15.0,0.0
Charleroi,191.0,45.0,18.0,13.0,14.0,14.0,7.0,26.0,2.0,10.0,3.0,0.0,10.0,3.0,3.0,13.0,3.0,3.0,13.0,6.0,1007.0,5.0,13.0,22.0,10.0,6.0,8.0,5.0,2.0,21.0,2.0,5.0,10.0,3.0,11.0,6.0,26.0,12.0,14.0,8.0,123.0,0.0,22.0,255.0,2.0,2.0,1.0,1.0,0.0,2.0,6.0,1.0,4.0,4.0,3.0,6.0,1.0,1.0,0.0,1.0,4.0,0.0,19.0,1.0,1.0,0.0,4.0,1.0,10.0,12.0,1.0,2.0,2.0,4.0,13.0,1.0,2.0,4.0,1.0,3.0,2.0,0.0,0.0,10.0,0.0,4.0,13.0,632.0,1.0,0.0,0.0,1.0,0.0,14.0,1.0,12.0,26.0,0.0,0.0,11.0,1.0,9.0,0.0,1.0,1.0,6.0,0.0,0.0,22.0,0.0,3.0,1.0,1.0,2.0,12.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,13.0,1.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,136.0,0.0
Cordoue,44.0,14.0,181.0,5.0,18.0,122.0,3.0,44.0,0.0,28.0,52.0,0.0,2.0,3.0,1.0,3.0,1.0,0.0,4.0,0.0,2.0,2.0,2.0,1.0,0.0,92.0,2.0,0.0,1.0,7.0,4.0,2.0,7.0,414.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,16.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,8.0,0.0,0.0,120.0,6.0,0.0,0.0,14.0,2.0,0.0,0.0,144.0,2.0,0.0,2.0,7.0,1.0,0.0,0.0,0.0,0.0,18.0,0.0,57.0,2.0,4.0,0.0,0.0,0.0,0.0,20.0,4.0,0.0,3.0,2.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,16.0,0.0,283.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0
La Corogne,40.0,8.0,203.0,9.0,22.0,129.0,8.0,11.0,0.0,36.0,7.0,0.0,17.0,5.0,2.0,2.0,2.0,3.0,8.0,12.0,4.0,1.0,0.0,0.0,3.0,60.0,2.0,8.0,3.0,6.0,5.0,10.0,40.0,59.0,4.0,0.0,7.0,4.0,0.0,0.0,9.0,0.0,13.0,3.0,39.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,2.0,4.0,0.0,2.0,2.0,0.0,1.0,5.0,0.0,16.0,0.0,1.0,56.0,3.0,2.0,0.0,9.0,1.0,0.0,0.0,35.0,10.0,2.0,1.0,3.0,2.0,1.0,0.0,1.0,1.0,4.0,0.0,22.0,2.0,1.0,1.0,0.0,1.0,0.0,4.0,2.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,4.0,0.0,0.0,1.0,13.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,27.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,39.0,7.0,0.0,7.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,4.0,0.0
Craiova,24.0,1.0,2.0,7.0,10.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,130.0,0.0,0.0,14.0,4.0,2.0,1.0,0.0,2.0,2.0,1.0,1.0,0.0,2.0,2.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,1.0,0.0,51.0,0.0,29.0,0.0,11.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0
Caserte,5.0,2.0,11.0,3.0,18.0,2.0,2.0,56.0,0.0,0.0,147.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,5.0,0.0,2.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Coventry,22.0,159.0,4.0,15.0,4.0,3.0,7.0,8.0,91.0,3.0,0.0,0.0,58.0,4.0,1.0,0.0,4.0,1.0,1.0,4.0,7.0,4.0,0.0,5.0,1.0,3.0,1.0,24.0,1.0,3.0,3.0,42.0,2.0,2.0,11.0,1.0,3.0,6.0,1.0,1.0,4.0,0.0,4.0,3.0,0.0,29.0,4.0,2.0,0.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,6.0,29.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,32.0,0.0,0.0,1.0,1.0,24.0,30.0,3.0,0.0,0.0,1.0,6.0,14.0,4.0,4.0,0.0,2.0,1.0,0.0,43.0,1.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,0.0,3.0,0.0,0.0,6.0,0.0,0.0,0.0,3.0,14.0,3.0,0.0,3.0,0.0,0.0,14.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,22.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Brasov,12.0,2.0,2.0,6.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,125.0,1.0,0.0,8.0,5.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,4.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,90.0,0.0,21.0,1.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bonn,329.0,115.0,31.0,670.0,23.0,25.0,20.0,100.0,1.0,12.0,10.0,2.0,6.0,115.0,15.0,12.0,25.0,56.0,142.0,210.0,71.0,18.0,127.0,489.0,24.0,2.0,15.0,3.0,41.0,25.0,6.0,3.0,3.0,8.0,7.0,9.0,45.0,10.0,125.0,42.0,15.0,0.0,11.0,22.0,4.0,2.0,7.0,26.0,2.0,18.0,3.0,25.0,21.0,38.0,70.0,9.0,31.0,46.0,1.0,5.0,1.0,3.0,12.0,7.0,2.0,1.0,7.0,0.0,16.0,13.0,0.0,2.0,14.0,0.0,5.0,1.0,0.0,26.0,1.0,126.0,22.0,0.0,1.0,21.0,2.0,0.0,5.0,45.0,5.0,1.0,26.0,0.0,0.0,9.0,7.0,4.0,94.0,4.0,0.0,6.0,1.0,3.0,3.0,21.0,18.0,23.0,0.0,0.0,51.0,0.0,29.0,3.0,1.0,1.0,0.0,14.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,7.0,0.0,4.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0
La Valette,51.0,20.0,3.0,0.0,5.0,6.0,2.0,28.0,1.0,2.0,19.0,0.0,0.0,0.0,4.0,1.0,2.0,1.0,5.0,1.0,1.0,3.0,2.0,0.0,1.0,2.0,1.0,0.0,2.0,10.0,1.0,1.0,4.0,2.0,1.0,2.0,1.0,2.0,1.0,0.0,3.0,0.0,30.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,11.0,0.0,0.0,0.0,9.0,1.0,0.0,20.0,0.0,1.0,0.0,0.0,6.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,3.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,6.0,1.0,85.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gand,753.0,189.0,46.0,71.0,180.0,34.0,13.0,99.0,3.0,16.0,28.0,0.0,10.0,17.0,13.0,3.0,13.0,7.0,58.0,26.0,1363.0,11.0,30.0,64.0,22.0,11.0,31.0,9.0,19.0,61.0,6.0,5.0,8.0,14.0,6.0,8.0,136.0,56.0,11.0,7.0,303.0,1.0,37.0,915.0,3.0,2.0,3.0,7.0,1.0,7.0,6.0,1.0,3.0,5.0,27.0,4.0,9.0,14.0,1.0,4.0,2.0,0.0,69.0,3.0,3.0,1.0,13.0,0.0,54.0,25.0,3.0,2.0,1.0,2.0,28.0,5.0,7.0,28.0,2.0,13.0,4.0,1.0,0.0,40.0,2.0,1.0,81.0,526.0,0.0,10.0,3.0,2.0,1.0,16.0,1.0,36.0,33.0,2.0,0.0,16.0,3.0,12.0,2.0,2.0,0.0,57.0,0.0,0.0,39.0,0.0,13.0,1.0,5.0,1.0,8.0,2.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,3.0,0.0,21.0,0.0,2.0,0.0,7.0,15.0,136.0,2.0,4.0,0.0,1.0,1.0,0.0,14.0,0.0,0.0,0.0
Gdynia,5.0,4.0,3.0,10.0,1.0,4.0,4.0,1.0,0.0,2.0,0.0,12.0,0.0,3.0,2.0,3.0,59.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,3.0,6.0,2.0,0.0,7.0,2.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0,4.0,0.0,0.0,0.0,16.0,0.0,2.0,0.0,1.0,30.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,26.0,0.0,0.0,18.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,79.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,30.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
